metal_product
Колено раструб-гладкий конец УРГ 200 ГОСТ 5525-88
Труба электросварная SAWL 21.3х2.77 ASTM A53 B
"Ниппель концентрический BLEхPSE 2""х3.91-3/4""хSch XS CL3000 MSS SP-95 GB/T 8163 20"
"Отвод 90 LR BW 12""х6.35 ASME B16.9 GB/T 4237 022Cr17Ni12Mo2"
"Переход бесшовный (SMLS)  BW 10""х6.35-6""х7.11 ASME B16.9 GB/T 8163 20"
"Тройник SW 1 1/2""х 1 1/2"" CL3000 ASME B16.11  NB/T 47008 20"
"Ниппель концентрический PBE 1 1/4""х1/2"" Sch XS CL3000 MSS SP-95 GB/T 8163 20"
"Тройник SW 3/4"" CL3000 ASME B16.11 NB/T 47008 20 "
"Переход бесшовный (SMLS) концентрический BW 4""х6.02х 3""х5.49 ASME B16.9  GB/T 14976  06Cr19Ni10 "
"Отвод 90 SW 1"" CL3000 ASME B16.11 NB/T 47008 20"
"Тройник бесшовный (SMLS) BW 2 1/2""х5.16 ASME B16.9 GB/T 8163 20 "
"Отвод бесшовный (SMLS) 90 LR BW 8""х6.35 ASME B16.9 GB/T 8163 20"
"Переход бесшовный (SMLS)  BW 4""х6.02-2""х3.91 ASME B16.9 GB/T 8163 20"
"Отвод бесшовный (SMLS) 45 LR BW 3""х5.49 ASME B16.9 GB/T 8163 20"
"Отвод 90 FNPT 2"" CL3000 ASME B16.11  NB/T 47008 20 "
"Отвод бесшовный (SMLS) 90 LR BW 3""х5.49 ASME B16.9 GB/T 8163 20"
"Переход бесшовный (SMLS)  BW 6""х7.11-4""6.02 ASME B16.9 GB/T 8163 20"
"Тройник бесшовный (SMLS) BW 3""х5.49 ASME B16.9 GB/T 14976 06Cr19Ni10 "
"Отвод бесшовный (SMLS) 90 LR BW 2""х3.91 ASME B16.9 GB/T 14976 022Cr17Ni12Mo2"
"Тройник бесшовный (SMLS) BW 20""х9.53 ASME B16.9 GB/T 8163 20 "
"Заглушка бесшовная (SMLS) BW 3""х 5.49 ASME B16.9 GB/T 3274 Q235B  "
"Тройник бесшовный (SMLS) BW 4""x6.02-3""x5.49 ASME B16.9 GB/T 8163 20"
"Ниппель концентрический PBE 1 1/4""х1"" Sch XS CL3000 MSS SP-95 GB/T 8163 20"
Швеллер 20 С245
Лист 20 ГОСТ 19903-74 С255 ГОСТ 27772-88
УГОЛОК 140Х140Х9 С245
Швеллер 27У ГОСТ 8240-97 С245/С255
Лист 14
Рельс крановый К63 ГОСТ 4121-96
Лист 12
Лист 40 ГОСТ 19903-74 С255 ГОСТ 27772-88
Швеллер 20У 12000ММ ГОСТ 8240-97 C255 ГОСТ 27772-2015
Перила нержавеющая сталь
Труба профильная 2х40х100 Ст3 ГОСТ 380-88 ГОСТ 8645-68
Труба профильная 3х60х120 Ст3 ГОСТ 380-88 ГОСТ 8645-68
Двутавр 40К4 С235 J2G3 ГОСТ 26020-83
Двутавр 20К2 С235 J2G3 ГОСТ 26020-83
Двутавр 40К1 С235 J2G3 ГОСТ 26020-83
"Фланец WN 2"" Sch XS CL600 RF ASME B16.5 ASTM A105N"
"Фланец WN 2"" Sch 10S CL300 RF ASME B16.5 ASTM A182-F316/316L"
"Фланец BL 1"" CL600 RF ASME B16.5 ASTM A105N"
"Фланец BL 2"" CL600 RF ASME B16.5 ASTM A105N"
"Фланец SW 1"" Sch XS CL600 RF ASME B16.5 ASTM A105N"
"Тройник бесшовный (SMLS) BE 2"" Sch XS ASME B16.9 ASTM A234 WPB"
"Ниппель бесшовный (SMLS) эксцентрический PBE 1""xSch 160-0,75""xSch 160 MSS SP-95 ASTM A234 WPB"
"Ниппель бесшовный (SMLS) эксцентрический PBE 1,5""xSch 160-1""xSch 160 MSS SP-95 ASTM A234 WPB"
"Переходник концентрический (SMLS) PBE 1""xS 160-1/2""xS 160 (25x6.35-15x4.78) MSS-SP-95 ASTM A234-WPB"
"Переходник эксцентрический (SMLS) PBE 1""xS 160-1/2""xS 160 (25x6.35-15x4.78) MSS-SP-95 ASTM A234-WPB"
"Фланец SW 1/2""xS-160 (15x4.78) CL300 RF 125 AARH ASME B16.5 ASTM A105"
"Фланец глухой BL 2""(50) CL300 RF 125 AARH ASME B16.5 ASTM A182-F316L"
"Отвод 90 BE LR 2""xS-10S (50x2.77) ASTM B16.9 ASTM A403-WP316L-S"
"Переходник концентрический BLExPSE 2""xS-10S-1""xS-80S (50x2.77-25x4.55) MSS-SP-95 ASTM A403-WP316L-S"
"Тройник BE 2""xS-10S (50x2.77) ASME B16.9 ASTM A403-WP316L-S"
"Переходник концентрический бесшовный (SMLS) 1""xS-XS-1/2""xS-XS (25x4.55-15x3.73) MSS-SP-95 ASTM A234-WPB"
"Фланец SW 3/4""xS-XS (20x3.91) CL150 RF 125 AARH ASME B16.5 ASTM A105"
"Фланец диафрагмы 8"" CL600 ASTM A105"
"Заглушка 1"" CL1500 RTJ ASME B16.5 ASTM A182-F11 CL2"
"Заглушка 2"" CL300 RF 125 AARH ASME B16.5 ASTM A182-F304L"
Отвод 90-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 83-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 82-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 77-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 70-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 64-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 62-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 52-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 41-5D-57х4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 40-5D-57х4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 38-5D-57х4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 35-5D-57х4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 33-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 32-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 30-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 29-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 26-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 24-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 23-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 21-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 22-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 20-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 19-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 18-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 17-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 16-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 13-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 12-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 11-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 10-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 9-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 8-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 7-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 6-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 90-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 74-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 60-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 48-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 42-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 41-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 21-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 20-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 17-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 16-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 15-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 14-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 13-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 12-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 11-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 10-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 8-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 7-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Отвод 6-5D-108x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Переход К-108х8.56-57х5.54-20 ГОСТ 17378-2001 с трехслойной изоляцией усиленного типа
Тройник 108х6.02-20 ГОСТ 17376-2001 с трехслойной изоляцией усиленного типа
Кольцо переходное 108х8.56-108х4.4-К42 ТУ 102-488-05
Отвод 53-5D-57x4.4-Ст20 ТУ 51-515-91 с трехслойной изоляцией усиленного типа
Лист 4х1500х6000 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89
Лист 30х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017
Отвод 90-2-630.0х11-Ст20 ГОСТ 17375-2001
Отвод 90-2-325х8-Ст20 ГОСТ 17375-2001
Отвод 90-2-273х8-Ст20 ГОСТ 17375-2001
Отвод 90-2-114×7-Ст20 ГОСТ 17375-2001
Отвод 90-2-60.3×7-Ст20 ГОСТ 17375-2001
Отвод ОКШ 45-1220×11-Ст20 ТУ 102-488-05
Отвод 45-2-630х11-Ст20 ГОСТ 17375-2001
Отвод 45-2-530х11-Ст20 ГОСТ 17375-2001
Отвод 45-2-114×7-Ст20 ГОСТ 17375-2001
Тройник 426х10-Ст20 ГОСТ 17376-2001
Тройник 377х10-Ст20 ГОСТ 17376-2001
Тройник 325х8-Ст20 ГОСТ 17376-2001
Тройник 168х11-Ст20 ГОСТ 17376-2001
Тройник 2-820х9-530х11-Ст20 ТУ 102-488-05
Тройник 2-720х9-426х9-Ст20 ТУ 102-488-05
Тройник 2-530х11-377х9-Ст20 ГОСТ 17376-2001
Тройник 2-426х10-377х10-Ст20 ГОСТ 17376-2001
Тройник 2-426х10-325х8-Ст20 ГОСТ 17376-2001
Тройник 2-377х10-273х7-Ст20 ГОСТ 17376-2001
Тройник 2-377х9-219х8-Ст20 ГОСТ 17376-2001
Тройник 2-273х10-219х8-Ст20 ГОСТ 17376-2001
Тройник 2-168х9-114х7-Ст20 ГОСТ 17376-2001
Переход К-820х9-426х9-Ст20 ТУ 102-488-05
Переход К-720х9-630х11-Ст20 ТУ 102-488-05
Переход К-530х12-426х10-Ст20 ГОСТ 17378-2001
Переход К-530х12-377х10-Ст20 ГОСТ 17378-2001
Переход К-426х10-377х10-Ст20 ГОСТ 17378-2001
Переход К-426х10-325х8-Ст20 ГОСТ 17378-2001
Переход К- 426х12-219х8-Ст20 ГОСТ 17378-2001
Переход К-377х10-325х8-Ст20 ГОСТ 17378-2001
Переход К-377х10-273х7-Ст20 ГОСТ 17378-2001
Переход К-377х12-219х8-Ст20 ГОСТ 17378-2001
Переход К-273х10-219х8-Ст20 ГОСТ 17378-2001
Переход К- 168х9-114х7-Ст20 ГОСТ 17378-2001
Переход Э-1020х11-530х11-Ст20 ТУ 102-488-05
Переход Э-920х9-630х11-Ст20 ТУ 102-488-05
Переход Э-820х9-630х11-Ст20 ТУ 102-488-05
Лист алюминиевый 0.5х940х1800 3003 ASTM B209 H14
"Прокладка octagonal 2"" RJ CL1500 ASME B16.20 SOFT IRON ASME B16.5"
"Фланец TDR 2""х3/4""NPFT CL1500 RTJ ASME B16.5 ASTM 316"
ДВУТАВР 60Ш1
"Лист горячекатаный ст3пс5/сп5 18ММ 1,5х6М ГОСТ 14637"
Труба профильная 60х60х3 ГОСТ 30245-2003 ст20
"Труба стальная водогазопроводная Ø50х3,5мм"
"АРМАТУРА 28, А3, СТАЛЬ 25Г2С"
Арматура 6-А-I ВСт3сп2 ГОСТ 5781-82
Ограждение металлическое с опорами для кровли ОГ-5
Отвод 89х4 стальной ГОСТ 17375-2001
Швеллер 26-Са Ст3пс ГОСТ 8240-97
Швеллер 14-С Ст3пс ГОСТ 8240-97
Швеллер 16-Са Ст3пс ГОСТ 8240-97
Швеллер 20-Са Ст3пс ГОСТ 8240-97
Швеллер 10-П Ст3пс ГОСТ 8240-97
Плита опорная 300х300х10
Швеллер 60х40х3 ГОСТ 8278-83 С245 ГОСТ 27772-88
Уголок 32х32х3 Ст3пс оцинкованный
"Труба оцинкованная Ц-50x3,5"
ЗАГЛУШКА 57Х3
Труба 12х3 12х18Н10Т ГОСТ 9941-81
Лист 5х1000х2000 ГОСТ 19903-2015 Ст3
Полоса 60х40х6000-Ст3сп5 ГОСТ 103-76
Полоса 40х40х6000-Ст3сп5 ГОСТ 103-76
Полоса 35х35х6000-Ст3сп5 ГОСТ 103-76
Швеллер 16 металлический
Профиль 125х125х4 ст3пс ГОСТ 8639-82
Полуотвод 45° ф114х6
Переход эксцентрический 159х6-57х5-09Г2С ГОСТ 17378-2001 NACE MR0175
Переход эксцентрический 57х5-25х5-09Г2С ГОСТ 17378-2001 NACE MR0175
ОТВОД 45-57Х5 СТ. 09Г2С
ПЕРЕХОД 114×6-57×4
Переход эксцентрический 219х8-159х8-09Г2С ГОСТ 17378-2001 NACE MR0175
Отвод 90 426х12 20 ГОСТ 17375-2001
Переход Э 159х7-89х6 09Г2С NACE MR0175 ГОСТ 17378-2001
Переход Э 114х6-57х4 09Г2С NACE MR0175 ГОСТ 17378-2001
Переход Э 89х6-57х4 09Г2С NACE MR0175 ГОСТ 17378-2001
Переход Э 57х5-25х4 09Г2С NACE MR0175 ГОСТ 17378-2001
"Отвод бесшовный (SMLS) 90 1.5D с фаской на конце 6"" (159х6) ASME B 16.9 ANNEX H X46NS API 5L PSL2 NACE MR0175"
"Отвод бесшовный (SMLS) 90 1.5D с фаской на конце 1"" (25х4) ASME B 16.9 ANNEX H X46NS API 5L PSL2 NACE MR0175"
Труба 114х6-1-С ст20 ТУ 14-3Р-77-2004 NACE MR0175
"Отвод бесшовный (SMLS) 90 1,5D 32х4 ASME B16.9 API 5L X46NS PSL2 ANNEX H NACE MR 0175"
"Лист 0,45ММ оцинкованный Ст3"
Труба 377х6 ГОСТ 10704-91 В20 ГОСТ 10705-80
Труба 377х6 ГОСТ 10704-91 В20 ГОСТ 10705-80 с 3-х слойной изоляцией ГОСТ Р 51164-98
Труба профильная 50х20х3 ГОСТ 8645-68 Ст3пс
Труба профильная 70х70х4 ГОСТ 30245-2003 С245
ЛИСТ 
Труба профильная 80х80х5 ГОСТ 30245-2003 09Г2С
Уголок 75х75х6 ст3 ГОСТ 8509-93
Лист 0.5х3000 Ст3
Труба 32х2.5 ГОСТ 10704-91 Ст3пс
Труба 6х120х60-Ст3пс ГОСТ 30245-2003
Труба 4х50х50-Ст3пс ГОСТ 13663-86
Труба 200х150х5-Ст3пс ГОСТ 32931-2015
Труба 40х2 Ст20 ГОСТ 3262-75
Труба 28х2 Ст20 ГОСТ 10707-80
Уголок 160х160х10 ст3
Угольник 50х50
Труба профильная 50х50х3 С245 ГОСТ 8639-82
Круг 6ММ Ст3
Кольцо опорно-направляющее ОНК 1220/1420 70ММ полипропиленовое в комплекте с болтами и гайками ТУ 2291-001-58859224-2014
"Прокладка спирально-навитая 20""х4.5/3.2ММ RF CL150 ASME B16.20 316L SS+GRAPHITE+CS"
Отвод ОСС 30-1220х17-К56-7.5-06-10-075  ТУ 51-29-81
Отвод ОСС 15-1220х17-К56-7.5-06-10-075 ТУ 51-29-81
Отвод ОСС 9-1220х17-К56-7.5-06-10-075 ТУ 51-29-81
Отвод ОСС 7.5-1220х17-К56-7.5-06-10-075 ТУ 51-29-81
Отвод ОСС 27-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 24-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 21-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 15-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 12-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 9-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 7.5-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 6-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 3-1220х15-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОСС 30-1220х14-К56-7.5-075-10-075 ТУ 51-29-81
Отвод ОКШС 90° 1020(12)-1.6-0.6
Отвод крутоизогнутый бесшовный 90° 325х8
Тройник ТШС 1220(12)х325(8)-4-В-У-25 ТУ 1469-016.1-01395041-2008
Переход К-219х12-168х10
ТРОЙНИК ТШС 1020Х12
ТРОЙНИК ТШС 1020Х12-426Х6
"ОТВОД 90° 114Х4,5"
ОТВОД 90° 426Х 9
"ОГ-15°-1 020-5,6-0,6-5ДУ"
"Днище ДШ 57(5К42)-4,0-0,6"
"Тройник ТСНР 1020-325-7,5-06-7,5-075"
Отвод 45-325х8-Ст20 ГОСТ 17375-2001
Тройник 114х5
Тройник 57х5
Тройник 325х8-159х5-ст20 ГОСТ 17376-2001 NACE MR0175
Тройник 325х8-114х5-ст20 ГОСТ 17376-2001 NACE MR0175
Днище ДШ 1220(13)-К50
Днище ДШ 530х10-К50-1.6-0.6-УХЛ-И1 ТУ 1469-032-04834179-2012
Отвод П 45-57х4-20 ГОСТ 17375-2001
Отвод ОК 90 22х4-20-5.5-0.75-1.5DN-У ТУ 1469-017-38948552-2015
Тройник Т 1 1220x14-159х6-К56-5.5(8.25)-0.75-30 ТУ 1469-017-38948552-2015
Тройник Т 1 1020x12-159х6-К56-5.5(8.25)-0.75-30 ТУ 1469-017-38948552-2015
Днище Д 1 1220х14-К56 ТУ 1469-017-38948552-2015
Днище Д 1 530х5-К56 ТУ 1469-017-38948552-2015
"Отвод SWE 1"" CL3000 ASME B16.11 ASTM A182 F321H"
"Ниппель бесшовный (SMLS) NPT.M 1""хSch-80S-1""хSch-80S PE ASME B36.19M ASTM A312-TP321H"
"Муфта SW 1"" CL3000 ASME B16.11 ASTM A182 F321H"
Арматура 14 А3 25Г2С 11700
Арматура 20  А1
Арматура 22 35ГС А-III
Арматура 18 35ГС А-III
Арматура 10 А1 ГОСТ 5781-82
Арматура 12 35 ГС А-III
Лист 8х1500х6000 ГОСТ 19903-74 Ст3пс
"Лист 4 мм ст.3сп5, г/к,ГОСТ 19903-74"
Лист ПВ 510 толщина 5ММ подача 10ММ шаг 90ММ ширина 500ММ
Лист 6 ГОСТ 19903-74 Ст3сп5
АРМАТУРА Ø12 АIII (25Г2С)
АРМАТУРА 6-А240
"АРМАТУРА 8, А500С, СТАЛЬ 3СП/3ГСП"
Арматура 12 А500
Лист 14 ГОСТ 19903-2015 С245
Лист рифленый 5х1500х6000ММ стальной
Лист 34 ГОСТ 19903-2015 С245
Швеллер 20У ГОСТ 8240-97 С245
Уголок 90х90х7 ГОСТ 8509-93 С245 ГОСТ 27772-88
Двутавр 23К1 ГОСТ 27772-88 С255
Профиль 40х100х5 ГОСТ 30245-2003 С245 ГОСТ 27772-88
Двутавр 35К2 СТО АСЧМ С245 ГОСТ 27772-88
Двутавр 30Б1 СТО АСЧМ С245 ГОСТ 27772-88
Лист 22 ГОСТ 19903-90 С245 ГОСТ 27772-88
ТРУБА Ø32Х3ММ
Отвод ОКШ 90-920х9-Ст20 ТУ 102-488-05
Переход Э 720х9-630х11-Ст20 ТУ 102-488-05
Переход Э 1020х11-820х9-Ст20 ТУ 102-488-05
Швеллер 16П ГОСТ 8240-89 C255 ГОСТ 27772-2015
Опора 57-КХ-А11
Опора 32-ХБ-А   ОСТ 36-146-88
Опора 325-ХБ-А ОСТ 36-146-88
ФЛАНЕЦ ПЛОСКИЙ ГОСТ 12820-80(01)1-300-16 СТ.3(20)
"Труба 51х3,5"
Труба 100х60х3.5 Ст3 ГОСТ 8645-68
Швеллер 16П ГОСТ 8240-97 С245 ГОСТ 27772-2015
Швеллер 140х60х4 ГОСТ 8278-83 С245 ГОСТ 27772-2015
Уголок 100х63х8 ГОСТ 8510-86 C245 ГОСТ 27772-201
Профиль 60х3 ГОСТ 30245-2015 С245 ГОСТ 27772-2015
Профиль 80х3 ГОСТ 30245-2015 С245 ГОСТ 27772-2015
Профиль 100х3 ГОСТ 30245-2015 С245 ГОСТ 27772-2015
Профиль 125х4 ГОСТ 30245-2015 С245 ГОСТ 27772-2015
Лист 4 ГОСТ 19903-2015 С245 ГОСТ 27772-2015
Лист 6 ГОСТ 19903-2015 С245 ГОСТ 27772-2015
Лист 12 ГОСТ 19903-2015 С245 ГОСТ 27772-2015
Двутавр 12Б2 ГОСТ Р 57837-2017 С345 ГОСТ 27772-2015
Двутавр 18Б2 ГОСТ Р 57837-2017 С345 ГОСТ 27772-2015
Тройник ТШС 920х8-377х9-Ст20 ТУ 102-488-05
Тройник ТШС 630х12-273х9-Ст20 ТУ 102-488-05
Лист 3х1250х2500 Ст3
Лист 4х1250х2500
Лист 1х1250х2500 ГОСТ 19903-74 Ст3сп5 ГОСТ 14637-89
СТАЛЬ УГЛОВАЯ 50Х50 ММ
Труба 80х60х3 12000
Лист 2.5х1250х2500 ст3сп5 ГОСТ 8568-77
"Заглушка поворотная 3-50-6.3-Ст20, в комплекте с фланцами, прокладками и крепежом, NACE MR0175 АТК 26-18-5-93"
"Комплект шпилька, шайбы, гайки М30х160 ГОСТ 9066-75"
Прокладка 1-1-100-63-08кп ГОСТ Р 34655-2020
Прокладка 1-1-50-63-08кп ГОСТ Р 34655-2020
Прокладка 1-1-150-63-08кп ГОСТ Р 34655-2020
Прокладка 1-1-300-63-08кп ГОСТ Р 34655-2020
"Шпилька, М36 L 250 мм с двумя гайками (18"" СL150), A320 L7M/A194 7M"
Шпилька М24х130.88.30ХМА ГОСТ 9066-75
Фланец 300-6.3-11-1-J-Ст20 ГОСТ 33259-2015
Фланец 150-6.3-11-1-J-Ст20 ГОСТ 33259-2015
Фланец 100-6.3-11-1-J-Ст20 ГОСТ 33259-2015
Фланец 50-6.3-11-1-J-Ст20 ГОСТ 33259-2015
Заглушка 4-300-6.3-Ст20 АТК 24.200.02-90
Заглушка 4-100-6.3-Ст20 АТК 24.200.02-90
Заглушка 4-50-6.3-Ст20 АТК 24.200.02-90
Труба 325х8 ГОСТ 8732-78 В20
Труба 273х8 ГОСТ 8732-78 В20 ГОСТ 8731-74
Труба 426х9 ГОСТ 8732 Ст20 с изоляцией усиленного типа УС
Труба 89х6 ГОСТ 8732-78 Ст20 ГОСТ 8731-78 покрытие 3LPE
Труба 102х3 Ст2пс ГОСТ 10705-80
Полоса 50х5 С245 ГОСТ 103-2006
Лист горячекатаный 4х1500х6000
Рельс P-24 ГОСТ 6368-82
Накладка P-24 Ст4сп ГОСТ 19127-73
Болт стыковой М18х88ММ с гайкой и шайбой гровером ГОСТ 779-73
ВОРОТА В-1
Лестница Л1
Панель ограждения П1 815х2400ММ
Тройник 720х8-426х7-09Г2С ТУ1400-001-62226329-2012
Тройник 426х7-159х7-09Г2С ГОСТ 17376-2001
Заглушка 426х7-09Г2С ГОСТ 17379-2001
Труба 426х6 К50 ГОСТ 31447-2012 с 3-х слойной изоляцией
Труба 159х6 ГОСТ 8732-78 В10 ГОСТ 8731-74
Деталь закладная МН-1
Деталь закладная SP-100A
MН 107-6
MН 121-5
MН 553
Закладная деталь MH548 50х50х800ММ Серия 1.400-15
Закладная деталь MH548 50х50х1200ММ Серия 1.400-15
Закладная деталь Зд-1
"ЛИСТ ИЗ ОЦИНКОВАННОЙ ТОНКОЛИСТОВОЙ СТАЛИ  S=0,6 ММ"
"Ниппель бесшовный (SMLS) OPxOT 0,5"" 75MM Sch 40S ASME B36.19M ASTM A312 TP304/304L"
"Заглушка 1/2"" CL3000 ASME B16.11 SCRD ASTM A182-F304"
"Бобышка sockolet CL3000 2""x0,5"" BExSW MSS SP-97 ASTM A182-F304/304L"
Труба 325х8 ГОСТ 10704-91 В10 ГОСТ 10705-80
"Отвод П 45* 108x4,0 ГОСТ 17375-2001 ст 20"
Прокладка
Арматура 8 А1
Закладные детали МН-121-3 Серия 1.400-15 выпуск 1
Стремянка СГ1 700х6265ММ
Лесница Л2 470х1500ММ
Зонт круглый серия 1.494-32 Зк.00.000
Лист 20х100х100 ГОСТ 19903-2015 С235 ГОСТ 27772-2015
Уголок 75х5 С235 ГОСТ 8509-93
Двутавр 30Б1 СТО АСЧМ 20-93 С245 ГОСТ 27772-88
Лист 10х140х200 ГОСТ 19903-74 С235 ГОСТ 27772-88
Лист 10х50х50 ГОСТ 19903-74 С245
Лист 12х300х550 ГОСТ 19903-74 С245
Лист 10х360х360 ГОСТ 19903-74 С245
Лист 10х360х750 ГОСТ 19903-74 С245
Труба 120х120х5 ст3сп5 ГОСТ 30245-2003
Профиль 60х60х3 ГОСТ 30245-2003 С245 ГОСТ 27772-88
Элемент рельса прижимной Р50
Элемент рельса прижимной Р24
Кольцо опорно-направляющее ПМТД 57/273 ТУ 1469-001-53597015-2001
"Сальник набивной Ду 100 L-300 Cерия 5,900-2 ТМ90-02"
Сальник набивной ТМ91-04 150х500ММ Серия 5.900-2
Сальник набивной ТМ91-04 200х500ММ Серия 5.900-2
Круг 16ММ.
Круг 10 ГОСТ 2590-2006 Ст3сп1 ГОСТ 535-2005
Лист 1.2 Ст3 ГОСТ 14918-80
СТАЛЬ ЛИСТОВАЯ T=30ММ
Арматура ф12 мм А 3
Арматура прокат. А1 ф8
Лист 4х100х100 ГОСТ 19903-74 С245
Лист горячекатаный 6 С245 ГОСТ 27772-88
Лист 4х160х160 С235 ГОСТ 27772-88
Лист 4х80х80 С235 ГОСТ 27772-88
Лист 4х40х40 С235 ГОСТ 27772-88
Профиль 50х40х4 С245 ГОСТ 27772-88
Круг 16 Ст20 ГОСТ 1050-2013
Отвод П 90 108х6 ст20 Гост 17375-2001
Переход концентрический 108х5-57х5 мм
